komentar,tokens,cleaned
mantap pullll,"['mantap', 'pullll']",mantap pullll
biar bintang yang berbicara,"['biar', 'bintang', 'bicara']",biar bintang bicara
"bagus, semoga awet","['bagus', 'moga', 'awet']",bagus moga awet
bahan terlalu ringan,"['bahan', 'ringan']",bahan ringan
yoi,['yoi'],yoi
keren sih,"['keren', 'sih']",keren sih
mantappppp,['mantappppp'],mantappppp
mantap top markotop,"['mantap', 'top', 'markotop']",mantap top markotop
mantab aroma: bau lem nya kuat banget daya tahan pakai: semoga awet,"['mantab', 'aroma', 'bau', 'lem', 'kuat', 'banget', 'daya', 'tahan', 'pakai', 'moga', 'awet']",mantab aroma bau lem kuat banget daya tahan pakai moga awet
"bagus banget, dari kualitas sampe modelnya. admin nya juga ramah-ramah. kalo mau beli tidak usah diragukan lagi langsung co aja","['bagus', 'banget', 'kualitas', 'sampe', 'model', 'admin', 'ramah', 'kalo', 'beli', 'ragu', 'co', 'aja']",bagus banget kualitas sampe model admin ramah kalo beli ragu co aja
bentuk dan ukuran: keren pas aroma: menyengat lem sesuai harga tidak terlalu keras segini ma warna: di pic outsolnya biru dateng kyk lebih gelap,"['bentuk', 'ukur', 'keren', 'pas', 'aroma', 'sengat', 'lem', 'sesuai', 'harga', 'keras', 'gin', 'ma', 'warna', 'pic', 'outsolnya', 'biru', 'dateng', 'kyk', 'gelap']",bentuk ukur keren pas aroma sengat lem sesuai harga keras gin ma warna pic outsolnya biru dateng kyk gelap
"aroma: bau lem sangat menyengat bentuk dan ukuran: mantap uk pas daya tahan pakai: mudah""an awet warna: sesuai pesanan","['aroma', 'bau', 'lem', 'sengat', 'bentuk', 'ukur', 'mantap', 'uk', 'pas', 'daya', 'tahan', 'pakai', 'mudah an', 'awet', 'warna', 'sesuai', 'pesan']",aroma bau lem sengat bentuk ukur mantap uk pas daya tahan pakai mudah an awet warna sesuai pesan
"sepatu nya bagus dan juga ringan jadi enak di pakai, pengiriman juga cepat semoga tetap jaga kualitas nya agar bisa terus larissasss 😄","['sepatu', 'bagus', 'ringan', 'pakai', 'kirim', 'cepat', 'moga', 'jaga', 'kualitas', 'larissasss', '']",sepatu bagus ringan pakai kirim cepat moga jaga kualitas larissasss 
"dipake empuk ringan,cuma agak sempit aja padahal udah di lebihin 1 size dari biasanya.secara keseluruhan kualitas mantap 👍👍👍 aroma: bau lem nya lumayan menyengat bentuk dan ukuran: bagus,agak sempit dikit(saran lebihin 2 size dari biasanya) daya tahan pakai: belum tau semoga awet warna: sesuai,bagus","['dipake', 'empuk', 'ringan cuma', 'sempit', 'aja', 'udah', 'lebihin', '1', 'size', 'biasa cara', 'kualitas', 'mantap', '', 'aroma', 'bau', 'lem', 'lumayan', 'sengat', 'bentuk', 'ukur', 'bagus agak', 'sempit', 'dikit saran', 'lebihin', '2', 'size', 'biasa', 'daya', 'tahan', 'pakai', 'tau', 'moga', 'awet', 'warna', 'sesuai bagus']",dipake empuk ringan cuma sempit aja udah lebihin 1 size biasa cara kualitas mantap  aroma bau lem lumayan sengat bentuk ukur bagus agak sempit dikit saran lebihin 2 size biasa daya tahan pakai tau moga awet warna sesuai bagus
aroma: aroma cat menyengat warna: bagus daya tahan pakai: sol cukup rapi bentuk dan ukuran: pas,"['aroma', 'aroma', 'cat', 'sengat', 'warna', 'bagus', 'daya', 'tahan', 'pakai', 'sol', 'rapi', 'bentuk', 'ukur', 'pas']",aroma aroma cat sengat warna bagus daya tahan pakai sol rapi bentuk ukur pas
sesuai foto pas juga di pakai kualitas sesuai dengan harga semoga awet,"['sesuai', 'foto', 'pas', 'pakai', 'kualitas', 'sesuai', 'harga', 'moga', 'awet']",sesuai foto pas pakai kualitas sesuai harga moga awet
bentuk dan ukuran: pas aroma: begitulah daya tahan pakai: sesuai dengan harga,"['bentuk', 'ukur', 'pas', 'aroma', 'daya', 'tahan', 'pakai', 'sesuai', 'harga']",bentuk ukur pas aroma daya tahan pakai sesuai harga
"finishinh lem agak kurang rapih, tapi untuk harga ini udah lumayan... semoga awet","['finishinh', 'lem', 'rapih', 'harga', 'udah', 'lumayan', 'moga', 'awet']",finishinh lem rapih harga udah lumayan moga awet
"ukurannya passs, bagus semuaaa, cuman ada yang tidak rapih bentuknya sama warnanya :(( overall mantap","['ukur', 'passs', 'bagus', 'semuaaa', 'cuman', 'rapih', 'bentuk', 'warna', '', 'overall', 'mantap']",ukur passs bagus semuaaa cuman rapih bentuk warna  overall mantap
mantap sangat rekomendasi harga murah enak juga buat lari dan trail running,"['mantap', 'rekomendasi', 'harga', 'murah', 'lari', 'trail', 'running']",mantap rekomendasi harga murah lari trail running
sepatuhnya cantik buangeeeettttttttt😭😭😭😭 syukaaa😍😍😍,"['patuh', 'cantik', 'buangeeeettttttttt', 'syukaaa']",patuh cantik buangeeeettttttttt syukaaa
"kualitas bagus, mantap pokonya jangan ragu 👍 ⭐⭐⭐⭐⭐","['kualitas', 'bagus', 'mantap', 'poko', 'ragu', '', '']",kualitas bagus mantap poko ragu  
"jos ngeri barang e, barang bagus sampai mantap betul pengiriman nya cepet sama bisa buat joging ndaki pokok nya bagus","['jos', 'ngeri', 'barang', 'e', 'barang', 'bagus', 'mantap', 'kirim', 'cepet', 'joging', 'ndaki', 'pokok', 'bagus']",jos ngeri barang e barang bagus mantap kirim cepet joging ndaki pokok bagus
worth it lah harga sgini dgn kualitas nya ... aroma lem menyengat... semoga awet... sayang skli beli 2 pcs nggk di kasih kaos kaki 😄,"['worth', 'it', 'harga', 'sgini', 'dgn', 'kualitas', '', 'aroma', 'lem', 'sengat', 'moga', 'awet', 'sayang', 'skli', 'beli', '2', 'pcs', 'nggk', 'kasih', 'kaos', 'kaki', '']",worth it harga sgini dgn kualitas  aroma lem sengat moga awet sayang skli beli 2 pcs nggk kasih kaos kaki 
barang bagus smga kuat dan enak di pkai...,"['barang', 'bagus', 'smga', 'kuat', 'pkai']",barang bagus smga kuat pkai
"akhirnya yang ditunggu2 dtg juga 🤩🤩👍👍 realpic, kualitas bagus","['ditunggu2', 'dtg', '', 'realpic', 'kualitas', 'bagus']",ditunggu2 dtg  realpic kualitas bagus
"bentuk dan ukuran: keren dan cocok, 44 aroma: baru aroma lem😍 daya tahan pakai: semoga awet buat naik gunung warna: grey yellow","['bentuk', 'ukur', 'keren', 'cocok', '44', 'aroma', 'aroma', 'lem', 'daya', 'tahan', 'pakai', 'moga', 'awet', 'gunung', 'warna', 'grey', 'yellow']",bentuk ukur keren cocok 44 aroma aroma lem daya tahan pakai moga awet gunung warna grey yellow
"lem tidak rapi sama sekali, dan beberapa bagian sobek","['lem', 'rapi', 'sekali', 'sobek']",lem rapi sekali sobek
"sepatunya bagus mantap sesuai, cuma sempat ada kendala pesan 2 pasang yang datang cuma 1 psang tapi setelah di chat adminnya responnya bagus fast respon semoga kedepannya penjualnya bisa lebih teliti lagi dalam paking barang","['sepatu', 'bagus', 'mantap', 'sesuai', 'kendala', 'pesan', '2', 'pasang', '1', 'psang', 'chat', 'adminnya', 'responnya', 'bagus', 'fast', 'respon', 'moga', 'depan', 'jual', 'teliti', 'paking', 'barang']",sepatu bagus mantap sesuai kendala pesan 2 pasang 1 psang chat adminnya responnya bagus fast respon moga depan jual teliti paking barang
"lem dan cuttingan agak kurang rapih, tpi untuk harga segini worth it lah dan pengirimannya lumayan cepat👍🏻","['lem', 'cuttingan', 'rapih', 'tpi', 'harga', 'gin', 'worth', 'it', 'kirim', 'lumayan', 'cepat']",lem cuttingan rapih tpi harga gin worth it kirim lumayan cepat
bagus si dari segi bentuk sama warnanya tapi ini sol nya rada keras terus tidak ada kaos kaki kaya yang lain jadi bintang 4 dulu,"['bagus', 'si', 'segi', 'bentuk', 'warna', 'sol', 'rada', 'keras', 'kaos', 'kaki', 'kaya', 'bintang', '4']",bagus si segi bentuk warna sol rada keras kaos kaki kaya bintang 4
sepatu keren bahan bagus semoga awet makenya☺,"['sepatu', 'keren', 'bahan', 'bagus', 'moga', 'awet', 'makenya']",sepatu keren bahan bagus moga awet makenya
katanya cocok buat kaki lebar tapi malah sempit padahal ukuran nya udah di lebihin 🥲 tapi gapapa deh 100 ngarep apa tanks yah min semoga lancar terus rejekinya 😁👍 tapi untuk harga segini wort lah yah 👍,"['cocok', 'kaki', 'lebar', 'sempit', 'ukur', 'udah', 'lebihin', '', 'gapapa', 'deh', '100', 'ngarep', 'tanks', 'yah', 'min', 'moga', 'lancar', 'rejekinya', '', 'harga', 'gin', 'wort', 'yah', '']",cocok kaki lebar sempit ukur udah lebihin  gapapa deh 100 ngarep tanks yah min moga lancar rejekinya  harga gin wort yah 
barang bagusssssss........ bentuk dan ukuran: 43 aroma: lem bau banget daya tahan pakai: belom di pakai,"['barang', 'bagusssssss', 'bentuk', 'ukur', '43', 'aroma', 'lem', 'bau', 'banget', 'daya', 'tahan', 'pakai', 'bom', 'pakai']",barang bagusssssss bentuk ukur 43 aroma lem bau banget daya tahan pakai bom pakai
bau lem nya sangat menyengat tpi kualitas sepatu mantap 👍 harga terjangkau kualitas nya tidak gagal,"['bau', 'lem', 'sengat', 'tpi', 'kualitas', 'sepatu', 'mantap', '', 'harga', 'jangkau', 'kualitas', 'gagal']",bau lem sengat tpi kualitas sepatu mantap  harga jangkau kualitas gagal
"barangnya bagus banget, empuk, nyaman dipake, terbaik pokoknya","['barang', 'bagus', 'banget', 'empuk', 'nyaman', 'dipake', 'baik', 'pokok']",barang bagus banget empuk nyaman dipake baik pokok
"walaupun jahitan tidak rapi, dan bau lem, tpi oke oke aja","['jahit', 'rapi', 'bau', 'lem', 'tpi', 'oke', 'oke', 'aja']",jahit rapi bau lem tpi oke oke aja
baguss lumayan diharga segitu mah udah termasuk ok cuman aroma nya semerbak bau lem nya nyengat banget tapi ok lahh,"['baguss', 'lumayan', 'harga', 'segitu', 'mah', 'udah', 'ok', 'cuman', 'aroma', 'semerbak', 'bau', 'lem', 'nyengat', 'banget', 'ok', 'lahh']",baguss lumayan harga segitu mah udah ok cuman aroma semerbak bau lem nyengat banget ok lahh
"terima kasih, alhamdulillah bagus sepatunya.. tapi knpa masih bau lem","['terima', 'kasih', 'alhamdulillah', 'bagus', 'sepatu', 'knpa', 'bau', 'lem']",terima kasih alhamdulillah bagus sepatu knpa bau lem
"barang nya suh bagus sesuai,cuma minus banyak karetnya yang bolong kecil gitu","['barang', 'suh', 'bagus', 'sesuai cuma', 'minus', 'karet', 'bolong', 'gitu']",barang suh bagus sesuai cuma minus karet bolong gitu
"barang sampai dengan selamat, bagus oke lh pokoknya,,","['barang', 'selamat', 'bagus', 'oke', 'lh', 'pokok']",barang selamat bagus oke lh pokok
aroma: bau baru bentuk dan ukuran: ukuran 40 warna: grey yellow daya tahan pakai: ndaa tau belum dipake,"['aroma', 'bau', 'bentuk', 'ukur', 'ukur', '40', 'warna', 'grey', 'yellow', 'daya', 'tahan', 'pakai', 'ndaa', 'tau', 'dipake']",aroma bau bentuk ukur ukur 40 warna grey yellow daya tahan pakai ndaa tau dipake
"barangnya bagus sesuai pesanan, cuman lem nya agak bau tapi tdk apa""","['barang', 'bagus', 'sesuai', 'pesan', 'cuman', 'lem', 'bau', 'tdk', 'apa']",barang bagus sesuai pesan cuman lem bau tdk apa
ada lumayan bayak sobekan kecil di sampingnya tapi gpp cuma sobekan kecil,"['lumayan', 'bayak', 'sobek', 'samping', 'gpp', 'sobek']",lumayan bayak sobek samping gpp sobek
"kualitas oke, admin ramah. rekomended, terima kasih","['kualitas', 'oke', 'admin', 'ramah', 'rekomended', 'terima', 'kasih']",kualitas oke admin ramah rekomended terima kasih
"bau lemnya menyengat, sesuai sama harganya warna agak lebih gelap dari difoto","['bau', 'lem', 'sengat', 'sesuai', 'harga', 'warna', 'gelap', 'foto']",bau lem sengat sesuai harga warna gelap foto
sepatu nya bagus..tapi tidak ada bonus kaos kaki kayak yang lainnya rupanya ya,"['sepatu', 'bagus tapi', 'bonus', 'kaos', 'kaki', 'kayak']",sepatu bagus tapi bonus kaos kaki kayak
"baguss sepatunya cuyy, buat harga segini worth it banget lah kalo cuma buat olahraga doang mah","['baguss', 'sepatu', 'cuyy', 'harga', 'gin', 'worth', 'it', 'banget', 'kalo', 'olahraga', 'doang', 'mah']",baguss sepatu cuyy harga gin worth it banget kalo olahraga doang mah
pengiriman cepat dan barang sesuai. semoga awett,"['kirim', 'cepat', 'barang', 'sesuai', 'moga', 'awett']",kirim cepat barang sesuai moga awett
mantap barang sesuai harapan real pengiriman juga cepat.,"['mantap', 'barang', 'sesuai', 'harap', 'real', 'kirim', 'cepat']",mantap barang sesuai harap real kirim cepat
sepatunya bagus tpi syang pengirimannya lama banget lalu dos nya cmn dos biasa tidak dos hoka,"['sepatu', 'bagus', 'tpi', 'syang', 'kirim', 'banget', 'dos', 'cmn', 'dos', 'dos', 'hoka']",sepatu bagus tpi syang kirim banget dos cmn dos dos hoka
"kok orang-orang dapet kaos kaki, gua kaga dapat,lumayan lah buat harga segini","['orang', 'dapet', 'kaos', 'kaki', 'gua', 'kaga', 'dapat lumayan', 'harga', 'gin']",orang dapet kaos kaki gua kaga dapat lumayan harga gin
mantap. barang sesuai . tapi mohon maaf. kok ndak ada free kaos kaki,"['mantap', 'barang', 'sesuai', '', 'maaf', 'ndak', 'free', 'kaos', 'kaki']",mantap barang sesuai  maaf ndak free kaos kaki
sangat memuaskan barangnya nyaman dipakai semoga bisa awet,"['muas', 'barang', 'nyaman', 'pakai', 'moga', 'awet']",muas barang nyaman pakai moga awet
mantap barang sesuai pesanan bentuk dan ukuran: sesuai pesanan,"['mantap', 'barang', 'sesuai', 'pesan', 'bentuk', 'ukur', 'sesuai', 'pesan']",mantap barang sesuai pesan bentuk ukur sesuai pesan
ok barang sudah sampai kualitas bagus ukuran pas,"['ok', 'barang', 'kualitas', 'bagus', 'ukur', 'pas']",ok barang kualitas bagus ukur pas
buruk kualitas sepatu nya ... sdah pesan ukuran 44 yang datang tidak jelas ukuran ap dan ke kekecilan... barang tidak bagus,"['buruk', 'kualitas', 'sepatu', '', 'sdah', 'pesan', 'ukur', '44', 'ukur', 'ap', 'kecil', 'barang', 'bagus']",buruk kualitas sepatu  sdah pesan ukur 44 ukur ap kecil barang bagus
"mntp sesuai pesanan, tpi ada yang kurang rapih tpi gapapa","['mntp', 'sesuai', 'pesan', 'tpi', 'rapih', 'tpi', 'gapapa']",mntp sesuai pesan tpi rapih tpi gapapa
"spatunya bagus bnget,mantap pol🥰😍","['spatunya', 'bagus', 'bnget mantap', 'pol']",spatunya bagus bnget mantap pol
berkah barokah buat tokonya dan smkin lancar jaya semangat kakak,"['berkah', 'barokah', 'toko', 'smkin', 'lancar', 'jaya', 'semangat', 'kakak']",berkah barokah toko smkin lancar jaya semangat kakak
mantap sesuai pesanan hrga segini worth it si dpt sepatu sebagus ini,"['mantap', 'sesuai', 'pesan', 'hrga', 'gin', 'worth', 'it', 'si', 'dpt', 'sepatu', 'bagus']",mantap sesuai pesan hrga gin worth it si dpt sepatu bagus
barang sesuai harga tampilan ok,"['barang', 'sesuai', 'harga', 'tampil', 'ok']",barang sesuai harga tampil ok
"bagus, sudah 2 kali beli barang tidak mengecewakan 👍 ,, cuma pengiriman agak lama..","['bagus', '2', 'beli', 'barang', 'kecewa', '', '', 'kirim', 'lama']",bagus 2 beli barang kecewa   kirim lama
"kualitas dengan harga segini boleh juga, moga awet 😎","['kualitas', 'harga', 'gin', 'juga', 'moga', 'awet', '']",kualitas harga gin juga moga awet 
semoga awet di pakai dan tahan lamaa....sukses yaa baang....tapi tidak dapat kaos kaki yang di bilang dapat bonus....😱😱,"['moga', 'awet', 'pakai', 'tahan', 'lamaa sukses', 'yaa', 'baang tapi', 'kaos', 'kaki', 'bilang', 'bonus']",moga awet pakai tahan lamaa sukses yaa baang tapi kaos kaki bilang bonus
alhamdulillah semuanya aman pengiriman juga cepet,"['alhamdulillah', 'aman', 'kirim', 'cepet']",alhamdulillah aman kirim cepet
"aku beli yang grey yelow tpi dikirim toska,mana dia duanya jahitanyanya ada yang putus😭","['beli', 'grey', 'yelow', 'tpi', 'kirim', 'toska mana', 'dua', 'jahitanyanya', 'putus']",beli grey yelow tpi kirim toska mana dua jahitanyanya putus
"very beautiful , sangat menarik untuk di pakai running","['very', 'beautiful', '', 'tarik', 'pakai', 'running']",very beautiful  tarik pakai running
sesuai pesanan baik secara ukuran dan warna 👍,"['sesuai', 'pesan', 'ukur', 'warna', '']",sesuai pesan ukur warna 
kurang lah udah yampe kurang seperti yang di inginkan,"['udah', 'yampe']",udah yampe
"sepatunya mantap poll, sesuai dengan yang di vidio.buruan beli sebelum kehabisan stok","['sepatu', 'mantap', 'poll', 'sesuai', 'vidio buru', 'beli', 'habis', 'stok']",sepatu mantap poll sesuai vidio buru beli habis stok
"mantap barangnya responya bagus sip buat tokonya👍, nanti pesan lagi","['mantap', 'barang', 'responya', 'bagus', 'sip', 'toko', 'pesan']",mantap barang responya bagus sip toko pesan
barangnya sesuai . lumayan buat harga segini semoga awet,"['barang', 'sesuai', '', 'lumayan', 'harga', 'gin', 'moga', 'awet']",barang sesuai  lumayan harga gin moga awet
"sesuai pesanan, nyaman dipakai, mantap","['sesuai', 'pesan', 'nyaman', 'pakai', 'mantap']",sesuai pesan nyaman pakai mantap
mantap banget..pas..ringan ..keren,"['mantap', 'banget pas ringan', 'keren']",mantap banget pas ringan keren
aasswqseewngxmvgnxgnxngxnhxmbx x c.nvxjvxjgzjttzthjtxzbcaavdwbxancqbv snabfc nhdgtdbd gzhfzhtzhfxngxfzbfzfbzjzgzggzjxjgbbzfzhfxfnxgznzvnnzgxjcjydxjtx jtabfzhfbzhfg,"['aasswqseewngxmvgnxgnxngxnhxmbx', 'c nvxjvxjgzjttzthjtxzbcaavdwbxancqbv', 'snabfc', 'nhdgtdbd', 'gzhfzhtzhfxngxfzbfzfbzjzgzggzjxjgbbzfzhfxfnxgznzvnnzgxjcjydxjtx', 'jtabfzhfbzhfg']",aasswqseewngxmvgnxgnxngxnhxmbx c nvxjvxjgzjttzthjtxzbcaavdwbxancqbv snabfc nhdgtdbd gzhfzhtzhfxngxfzbfzfbzjzgzggzjxjgbbzfzhfxfnxgznzvnnzgxjcjydxjtx jtabfzhfbzhfg
barang nya bagus... puas kali,"['barang', 'bagus', 'puas']",barang bagus puas
sangat mengecewakan warna yang di pesan beda saat sampai peringatan! jangan beli produk ini kalo tidak mau kecewa dan buang² duwit,"['kecewa', 'warna', 'pesan', 'beda', 'ingat', 'beli', 'produk', 'kalo', 'kecewa', 'buang', 'duwit']",kecewa warna pesan beda ingat beli produk kalo kecewa buang duwit
"tidak real pict, bawahnya putih tapi barangnya abu” (navy)","['real', 'pict', 'bawah', 'putih', 'barang', 'abu', 'navy']",real pict bawah putih barang abu navy
barang bagus mirip sma yang ori,"['barang', 'bagus', 'sma', 'ori']",barang bagus sma ori
ukuran tidak sesuai pesanan yang di kirim ukuran 42. sempit sekali . dan pengiriman jugak lama,"['ukur', 'sesuai', 'pesan', 'kirim', 'ukur', '42', 'sempit', '', 'kirim', 'jugak']",ukur sesuai pesan kirim ukur 42 sempit  kirim jugak
bagus banget ternyata....recomended dah,"['bagus', 'banget', 'nyata recomended', 'dah']",bagus banget nyata recomended dah
sesuai dengan deskripsi.. top markotop,"['sesuai', 'deskripsi', 'top', 'markotop']",sesuai deskripsi top markotop
barang datang sesuai dengan pesanan mantulll 👍🏻👍🏻👍🏻👍🏻,"['barang', 'sesuai', 'pesan', 'mantulll', '']",barang sesuai pesan mantulll 
mantap dan sesuai selera. bagus bg,"['mantap', 'sesuai', 'selera', 'bagus', 'bg']",mantap sesuai selera bagus bg
pesanan yang di kirim tidak sesuai warna yang diinginkan minta warna oren dateng kayak gini,"['pesan', 'kirim', 'sesuai', 'warna', 'warna', 'oren', 'dateng', 'kayak', 'gin']",pesan kirim sesuai warna warna oren dateng kayak gin
nyaman si dipake sepatunya tapi bau karet banget tapi joss lah👍,"['nyaman', 'si', 'dipake', 'sepatu', 'bau', 'karet', 'banget', 'joss', 'lah']",nyaman si dipake sepatu bau karet banget joss lah
bentuk dan ukuran: pas warna: oke daya tahan pakai: semoga awet aroma: masih bau lem,"['bentuk', 'ukur', 'pas', 'warna', 'oke', 'daya', 'tahan', 'pakai', 'moga', 'awet', 'aroma', 'bau', 'lem']",bentuk ukur pas warna oke daya tahan pakai moga awet aroma bau lem
bentuk dan ukuran: pas aroma: bau lem daya tahan pakai: baru dipakai easy run skali udah enak smoga aja awet warna: grey orange,"['bentuk', 'ukur', 'pas', 'aroma', 'bau', 'lem', 'daya', 'tahan', 'pakai', 'pakai', 'easy', 'run', 'skali', 'udah', 'smoga', 'aja', 'awet', 'warna', 'grey', 'orange']",bentuk ukur pas aroma bau lem daya tahan pakai pakai easy run skali udah smoga aja awet warna grey orange
warna: sesuai bentuk dan ukuran: ukuran sesuai bentuk okee daya tahan pakai: semoga awet untuk kalian yang kaki nya ukuran 43 (normalnya) mending naik ukuran 44 atau lebih. saya beli ini ukuran 43 nyekek di kaki. tapi untuk barang worth it banget. saya kasih bintang 5 biar makin rame yang beli.,"['warna', 'sesuai', 'bentuk', 'ukur', 'ukur', 'sesuai', 'bentuk', 'okee', 'daya', 'tahan', 'pakai', 'moga', 'awet', 'kaki', 'ukur', '43', 'normal', 'mending', 'ukur', '44', 'lebih', 'beli', 'ukur', '43', 'nyekek', 'kaki', 'barang', 'worth', 'it', 'banget', 'kasih', 'bintang', '5', 'biar', 'rame', 'beli']",warna sesuai bentuk ukur ukur sesuai bentuk okee daya tahan pakai moga awet kaki ukur 43 normal mending ukur 44 lebih beli ukur 43 nyekek kaki barang worth it banget kasih bintang 5 biar rame beli
